Id,prefix,is_succession,pre_question,question,choices,distributions,year,topic,question_type,question_class
443,ここからは、国連などにおける日本の役割についておうかがいします,YES,441,"問８で「３．どちらかといえば反対」、「４．反対」と答えた方への質問
問１０．  そのようにお考えになるのはどうしてでしょうか。","['安保理常任理事国になると、国連に対し、これまで以上の財政的負担を負わなければならなくなる', '安保理常任理事国になれば、国連の軍事活動に積極的に参加しなければならなくなる', '安保理常任理事国にならなくとも、経済・社会分野や環境問題などの非軍事的分野で十分な国際貢献を行っていける', '安保理常任理事国になるのであれば、憲法を改正した上でなるべきだ', '世界の紛争解決に安保理は無力だ', '無回答']","['23.5', '21.5', '24.8', '2.0', '13.4', '14.8']",r03,外交に関する世論調査,SA,意見
444,ここからは、対外経済についておうかがいします,NO,,"ここからは全員の方がお答えください
問１１．  あなたは、外国との経済関係を進める上で、どの分野に重点を置くべきだと思いますか。","['貿易・投資の自由化の推進（世界貿易機関（ＷＴＯ）、特定の国や地域との自由貿易協定（ＦＴＡ）や経済連携協定（ＥＰＡ）、投資協定（ＢＩＴ）の活用などを含む）', 'エネルギー・鉱物資源の確保', '食料の確保', '日本への直接投資の推進', '外国における電力、鉄道、水、道路などのインフラ整備のための日本企業の海外進出支援などを含む、海外における日本企業の活動の支援', '特許などの知的財産権の保護', '日本への観光の促進', '諸外国における日本経済への理解の推進', '日本の優れた製品・産品・技術といった日本ブランドや東日本大震災にかかわる風評被害対策などの海外における積極的なＰＲ', 'その他', '無回答']","['41.2', '61.9', '43.4', '8.1', '46.6', '34.4', '21.8', '12.1', '46.9', '1.6', '3.8']",r03,外交に関する世論調査,MA,意見
445,ここからは、文化交流についておうかがいします,NO,,問１２．  あなたは、諸外国との文化交流を進める上で、どの分野に重点を置くべきだと思いますか。,"['学者、芸術家、文化人などの交流', '青少年・留学生の交流', 'スポーツ交流', '市民団体、地方自治体などによる地域レベルの交流', '生け花、お茶、歌舞伎などの伝統的日本文化の紹介', '現代の舞台芸術、現代アート、展示を通じた現代の日本文化の紹介', 'アニメ・漫画などを通じたポップカルチャーの発信', '日本語の普及', '海外における日本研究の振興', 'セミナー・シンポジウムの開催、研究機関相互の交流などの知的交流', '海外の遺跡・文化財などの保存や各国の文化振興のための協力', 'その他', '無回答']","['43.2', '53.5', '46.9', '24.8', '25.3', '26.6', '40.1', '18.9', '15.6', '25.5', '31.6', '1.4', '2.7']",r03,外交に関する世論調査,MA,意見
446,ここからは、日本の果たすべき役割についておうかがいします,NO,,問１３．  あなたは、日本は国際社会で、主としてどのような役割を果たすべきだとお考えになりますか。,"['人的支援を含んだ、地域情勢の安定や紛争の平和的解決に向けた取組を通じた国際平和への貢献', '軍縮・不拡散の取組などを通じた世界の平和と安定への貢献', '自由、民主主義、基本的人権、法の支配といった普遍的な価値を広めるための国際的な努力', '難民・避難民に対する人道的な支援', '世界経済の健全な発展への貢献', '開発途上国の発展のための協力', '環境・地球温暖化・感染症対策を含む保健などの地球規模の課題解決への貢献', '世界各地の文化遺産の保存協力などの国際文化交流面での貢献', '世界の科学技術の発展への貢献', '日本の伝統文化やファッション・アニメを含む現代文化などの国際社会への発信', 'その他', '無回答']","['59.2', '41.2', '34.3', '29.4', '33.4', '35.1', '63.9', '20.4', '27.4', '27.7', '0.9', '2.8']",r03,外交に関する世論調査,MA,意見
447,家族の役割についておうかがいします,NO,,"この下の問１からお答えください
問１．  あなたが、家族の役割として最も大切だと思うものは何ですか。","['子どもをもうけ、育てるという出産・養育面', '親の世話をするという介護面', '心のやすらぎを得るという情緒面', '日常生活の上で必要なことをするという家事面', 'その他', '無回答']","['22.7', '3.8', '51.4', '17.4', '3.0', '1.7']",r03,家族の法制に関する世論調査,SA,意見
448,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問２．  あなたは、名字・姓とは、どういうものだと思いますか。,"['他の人と区別して自分を表す名称の一部', '先祖から受け継がれてきた名称', '夫婦を中心にした家族の名称', '単なる名称にとどまらない、自分が自分であることや人格の基礎', 'その他', '無回答']","['42.9', '45.8', '31.2', '18.5', '0.9', '0.9']",r03,家族の法制に関する世論調査,MA,意見
449,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問３．  現在の制度では、婚姻によって、夫婦のどちらかが必ず名字・姓を変えなければならないことになっています。あなたは、このことにより、名字・姓を変えた人に何らかの不便・不利益があると思いますか。,"['何らかの不便・不利益があると思う', '何らの不便・不利益もないと思う', '無回答']","['52.1', '47.5', '0.4']",r03,家族の法制に関する世論調査,SA,意見
450,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,YES,449,"問３で「１．何らかの不便・不利益があると思う」と答えた方への質問
問４．  何らかの不便・不利益があると思うとの意見の中には、次のような意見がありますが、不便・不利益になると思うものを選んでください。","['仕事の実績が引き継がれないなど、職業生活上の不便・不利益がある', '名字・姓を変更した側のみに名義変更の負担があるなど、日常生活上の不便・不利益がある', '自己喪失感が生じたり、プライバシーが公になったりすることにより心理的負担が生ずる', '実家の名字・姓を残せなくなることなどから、婚姻の妨げになる', 'その他', '無回答']","['34.5', '83.1', '13.5', '27.9', '3.1', '1.2']",r03,家族の法制に関する世論調査,MA,意見
451,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,YES,449,"問３で「１．何らかの不便・不利益があると思う」と答えた方への質問
問５．  婚姻をして名字・姓を変えても、不便・不利益がなくなるようにするため、婚姻前の名字・姓を通称として使えばよいという考え方がありますが、このような考え方について、どのように思いますか。","['通称を使うことができれば、不便・不利益がなくなると思う', '通称を使うことができても、それだけでは、対処しきれない不便・不利益があると思う', '無回答']","['37.1', '59.3', '3.5']",r03,家族の法制に関する世論調査,SA,意見
452,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,"ここからは全員の方がお答えください
問６．  あなたは、婚姻によって、ご自分の名字・姓が相手の名字・姓に変わったとした場合、どのような感じを持つと思いますか。","['相手と一体となったような喜びを感じると思う', '名字・姓が変わったことで、新たな人生が始まるような喜びを感じると思う', '名字・姓が変わったことに違和感を持つと思う', '今までの自分が失われてしまったような感じを持つと思う', '何も感じないと思う', '無回答']","['39.7', '54.1', '25.6', '9.7', '11.1', '2.1']",r03,家族の法制に関する世論調査,MA,意見
453,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問７．  婚姻の届出をしていない男女の中には、婚姻の届出をしている夫婦と全く同じ生活をしている人たちがいます。あなたは、そのような人たちの中に、双方がともに名字・姓を変えたくないという理由で、婚姻の届出をしない人がいると思いますか。,"['いると思う', 'いないと思う', '無回答']","['81.7', '17.7', '0.6']",r03,家族の法制に関する世論調査,SA,意見
454,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問８．  あなたは、夫婦・親子の名字・姓が違うことによる、夫婦を中心とする家族の一体感・きずなへの影響の有無について、どのように思いますか。,"['家族の一体感・きずなが弱まると思う', '家族の一体感・きずなには影響がないと思う', '無回答']","['37.8', '61.6', '0.6']",r03,家族の法制に関する世論調査,SA,意見
455,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問９．  あなたは、夫婦の名字・姓が違うことによる、配偶者の父母との関係への影響の有無について、どのように思いますか。,"['配偶者の父母との関係を大切にしなくなるといった影響があると思う', '配偶者の父母との関係には影響はないと思う', '無回答']","['19.2', '80.3', '0.5']",r03,家族の法制に関する世論調査,SA,意見
456,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,NO,,問１０．  あなたは、夫婦の名字・姓が違うことによる、夫婦の間の子どもへの影響の有無について、どのように思いますか。,"['子どもにとって好ましくない影響があると思う', '子どもに影響はないと思う', '無回答']","['69.0', '30.3', '0.8']",r03,家族の法制に関する世論調査,SA,意見
457,ここからは、婚姻をした場合の名字・姓のことについておうかがいします,YES,456,"問１０で「１．子どもにとって好ましくない影響があると思う」と答えた方への質問
問１１．  夫婦の間の子どもにとって好ましくない影響があるとの意見の中には、次のような意見がありますが、影響があると思うものを選んでください。","['家族の一体感が失われて子の健全な育成が阻害される', '名字・姓の異なる親との関係で違和感や不安感を覚える', '友人から親と名字・姓が異なることを指摘されて、嫌な思いをするなどして、対人関係で心理的負担が生じる', 'その他', '無回答']","['23.1', '60.1', '78.6', '2.9', '1.6']",r03,家族の法制に関する世論調査,MA,意見
458,"ここからは、婚姻をした場合の名字・姓のことについておうかがいします
ここからは全員の方が【資料１】を読んでから下の問１２以降をお答えください
【資料１】
[画像]",NO,,問１２．  資料１に記載のある現在の制度である夫婦同姓制度を維持すること、選択的夫婦別姓制度を導入すること及び旧姓の通称使用についての法制度を設けることについて、あなたはどのように思いますか。,"['現在の制度である夫婦同姓制度を維持した方がよい', '現在の制度である夫婦同姓制度を維持した上で、旧姓の通称使用についての法制度を設けた方がよい', '選択的夫婦別姓制度を導入した方がよい', '無回答']","['27.0', '42.2', '28.9', '1.9']",r03,家族の法制に関する世論調査,SA,意見
459,"ここからは、婚姻をした場合の名字・姓のことについておうかがいします
ここからは全員の方が【資料１】を読んでから下の問１２以降をお答えください
【資料１】
[画像]",YES,458,"問１２で「３．選択的夫婦別姓制度を導入した方がよい」と答えた方への質問
問１３．  選択的夫婦別姓制度に変わった場合を想定してお答えください。夫婦でそれぞれの婚姻前の名字・姓を名乗ることを希望しますか。あなたが、結婚している、いないにかかわらず、お答えください。","['希望する', '希望しない', 'どちらともいえない', '無回答']","['30.4', '28.9', '38.4', '2.3']",r03,家族の法制に関する世論調査,SA,意見
460,"ここからは、婚姻をした場合の名字・姓のことについておうかがいします
ここからは全員の方が【資料１】を読んでから下の問１２以降をお答えください
【資料１】
[画像]",NO,,"ここからは全員の方がお答えください
問１４．  選択的夫婦別姓制度に変わった場合を想定してお答えください。それぞれの婚姻前の名字・姓を名乗っている夫婦に二人以上の子どもがいる場合、きょうだいの名字・姓が異なってもよいという考え方について、あなたは、どのようにお考えになりますか。","['きょうだいの名字・姓が異なってもかまわない', 'きょうだいの名字・姓は同じにするべきである', 'どちらともいえない', '無回答']","['13.8', '63.5', '21.2', '1.5']",r03,家族の法制に関する世論調査,SA,意見
461,"ここからは、婚姻をした場合の名字・姓のことについておうかがいします
ここからは全員の方が【資料１】を読んでから下の問１２以降をお答えください
【資料１】
[画像]",YES,460,"問１４で「２．きょうだいの名字・姓は同じにするべきである」と答えた方への質問
問１５．  子どもが成年に達した時には、それまでと異なる父または母の名字・姓に変えることができるという考え方について、どのようにお考えになりますか。","['成年に達するまでの名字・姓を変えない方がよい', '変えることができるとしてもかまわない', 'どちらともいえない', '無回答']","['51.4', '35.6', '12.0', '1.0']",r03,家族の法制に関する世論調査,SA,意見
462,"ここからは、離婚についておうかがいします
ここからは全員の方が【資料２】を読んでから下の問１６以降をお答えください
【資料２】
　現在、離婚訴訟においては夫婦の関係を悪化させた主な原因が、裁判を起こした人にあり、相手が離婚を望んでいない場合には、離婚は認められにくくなっています。これに対して、夫婦の関係が悪化した原因がどちらにあるかには関係なく、別居などによって、夫婦としての関係がなくなっている状態が一定期間続いた場合には、裁判を起こした人の言い分が正義に反するような勝手なものでない限り、離婚を認めてもよいという考え方があります。",NO,,問１６．  あなたは、このような考え方についてどのようにお考えになりますか。,"['一定期間夫婦としての関係がなくなっている場合は、原則として、離婚を認めてよい', '一定期間夫婦としての関係がなくなっていることだけで、原則として、離婚を認めるということはよくない', 'どちらともいえない', '無回答']","['61.3', '14.7', '22.0', '1.9']",r03,家族の法制に関する世論調査,SA,意見
463,"ここからは、離婚についておうかがいします
ここからは全員の方が【資料２】を読んでから下の問１６以降をお答えください
【資料２】
　現在、離婚訴訟においては夫婦の関係を悪化させた主な原因が、裁判を起こした人にあり、相手が離婚を望んでいない場合には、離婚は認められにくくなっています。これに対して、夫婦の関係が悪化した原因がどちらにあるかには関係なく、別居などによって、夫婦としての関係がなくなっている状態が一定期間続いた場合には、裁判を起こした人の言い分が正義に反するような勝手なものでない限り、離婚を認めてもよいという考え方があります。",YES,462,"問１６で「１．一定期間夫婦としての関係がなくなっている場合は、原則として、離婚を認めてよい」と答えた方への質問
問１７．  離婚を認めるための期間として、別居を開始してからどのくらいの期間が適当だと思いますか。","['２年未満', '２年以上４年未満', '４年以上６年未満', '６年以上８年未満', '８年以上10年未満', '10年以上', '一概にいえない', '無回答']","['29.3', '28.5', '12.2', '2.0', '0.7', '2.7', '23.1', '1.5']",r03,家族の法制に関する世論調査,SA,意見
464,国や社会との関わりについておうかがいします,NO,,"この下の問１からお答えください
問１．  「国を愛する」という気持ちについてうかがいます。あなたは、他の人と比べて、「国を愛する」という気持ちは強い方だと思いますか。それとも、弱い方だと思いますか。","['非常に強い', 'どちらかといえば強い', 'どちらともいえない', 'どちらかといえば弱い', '非常に弱い', '無回答']","['9.5', '42.1', '38.8', '7.2', '1.6', '0.8']",r03,社会意識に関する世論調査,SA,経験
465,国や社会との関わりについておうかがいします,NO,,問２．  あなたは、今後、国民の間に「国を愛する」という気持ちをもっと育てる必要があると思いますか。それとも、そうは思いませんか。,"['そう思う', 'どちらかといえばそう思う', 'どちらかといえばそうは思わない', 'そうは思わない', '無回答']","['29.7', '54.3', '11.8', '3.2', '1.1']",r03,社会意識に関する世論調査,SA,意見
466,国や社会との関わりについておうかがいします,NO,,問３．  国民は、「国や社会のことにもっと目を向けるべきだ」という意見と、「個人生活の充実をもっと重視すべきだ」という意見がありますが、あなたは、どのように思いますか。,"['国や社会のことにもっと目を向けるべきだ', 'どちらかといえば国や社会のことにもっと目を向けるべきだ', 'どちらかといえば個人生活の充実をもっと重視すべきだ', '個人生活の充実をもっと重視すべきだ', '無回答']","['16.1', '42.0', '33.1', '7.2', '1.6']",r03,社会意識に関する世論調査,SA,意見
467,国や社会との関わりについておうかがいします,NO,,問４．  あなたは、日頃、社会の一員として、何か社会のために役立ちたいと思っていますか。それとも、あまりそのようなことは考えていませんか。,"['思っている', 'あまり考えていない', '無回答']","['63.9', '35.1', '1.0']",r03,社会意識に関する世論調査,SA,意見
468,国や社会との関わりについておうかがいします,YES,467,"問４で「１．思っている」と答えた方への質問
問５．  何か社会のために役立ちたいと思っているのはどのようなことですか。","['子ども会、自然体験活動の指導、読書活動の推進など青少年健全育成に関する活動', 'スポーツやレクリエーションの指導、学校でのクラブ活動における指導など体育・スポーツ・文化に関する活動', '自主防災活動や災害援助活動', '公民館の託児ボランティア、博物館のボランティアガイドなど公共施設での活動', '料理、英語、書道など人々の学習における指導、助言、運営協力に関する活動', '通訳、難民援助、技術援助、留学生援助など国際交流や国際協力に関する活動', '高齢者・障害者・子どもに対する身の回りの世話、介護、食事の提供、保育など社会福祉に関する活動', '病院ボランティアなど保健・医療・衛生に関する活動', '環境美化、リサイクル活動、牛乳パックの回収など自然・環境保護に関する活動', '子どもの登下校時の安全監視など交通安全に関する活動', '募金活動、チャリティーバザー、食品や衣服などの寄付活動', '冠婚葬祭のお手伝い、町内会や自治会、防犯や防火活動などの地域活動', '家事や子どもの養育を通して', '自分の職業を通して', 'その他', '無回答']","['19.1', '13.1', '27.0', '10.4', '7.5', '7.3', '31.4', '13.5', '38.2', '24.9', '17.9', '14.8', '21.9', '41.3', '3.0', '1.0']",r03,社会意識に関する世論調査,MA,意見
469,国や社会との関わりについておうかがいします,NO,,"ここからは全員の方がお答えください
問６．  あなたは、今後、日本人は、個人の利益よりも国民全体の利益を大切にすべきだと思いますか。それとも、国民全体の利益よりも個人個人の利益を大切にすべきだと思いますか。","['個人の利益よりも国民全体の利益を大切にすべきだ', 'どちらかといえば個人の利益よりも国民全体の利益を大切にすべきだ', 'どちらかといえば国民全体の利益よりも個人個人の利益を大切にすべきだ', '国民全体の利益よりも個人個人の利益を大切にすべきだ', '無回答']","['12.8', '47.8', '31.2', '5.8', '2.5']",r03,社会意識に関する世論調査,SA,意見
470,国や社会との関わりについておうかがいします,NO,,問７．  あなたは、地域での付き合いをどの程度していますか。,"['よく付き合っている', 'ある程度付き合っている', 'あまり付き合っていない', '全く付き合っていない', '無回答']","['8.9', '47.7', '30.8', '11.8', '0.7']",r03,社会意識に関する世論調査,SA,経験
471,国や社会との関わりについておうかがいします,NO,,問８．  あなたは、地域での付き合いは、どの程度が望ましいと思いますか。,"['地域の行事や会合に参加したり、困ったときに助け合う', '地域の行事や会合に参加する程度の付き合い', '世間話をする程度の付き合い', '挨拶をする程度の付き合い', '地域での付き合いは必要ない', '無回答']","['32.2', '28.8', '19.6', '17.8', '0.9', '0.8']",r03,社会意識に関する世論調査,SA,意見
472,ここからは、社会の現状に対する認識についておうかがいします,NO,,問９．  あなたは、現在の世相をひとことで言えば、明るいイメージとしては、どのような表現が当てはまると思いますか。,"['平和である', 'ゆとりがある', '安定している', '責任感が重んじられている', '連帯感がある', 'おもいやりがある', '明るい', '活気がある', 'その他', '特にない', '無回答']","['59.1', '7.7', '23.7', '10.8', '7.4', '17.3', '7.0', '5.7', '2.8', '16.0', '1.6']",r03,社会意識に関する世論調査,MA,意見
473,ここからは、社会の現状に対する認識についておうかがいします,NO,,問１０．  あなたは、現在の世相をひとことで言えば、暗いイメージとしては、どのような表現が当てはまると思いますか。,"['不安なこと、いらいらすることが多い', 'ゆとりがない', 'うわついていて軽薄である', '無責任の風潮がつよい', '連帯感が乏しい', '自分本位である', '暗い', '活気がない', 'その他', '特にない', '無回答']","['33.5', '40.1', '10.1', '35.8', '22.6', '37.7', '9.8', '24.0', '3.9', '4.3', '1.2']",r03,社会意識に関する世論調査,MA,意見
474,ここからは、社会の現状に対する認識についておうかがいします,NO,,問１１．  あなたは、日本の国や国民について、誇りに思うことはどんなことですか。,"['長い歴史と伝統', 'すぐれた文化や芸術', '美しい自然', '国民の人情味や義理がたさ', '国民の勤勉さ、才能', '高い教育水準', '高い科学技術の水準', '経済的繁栄', '国民としてのまとまり', '社会の安定', '治安のよさ', '自由で平和な社会', 'その他', '特にない', '無回答']","['45.5', '48.9', '54.4', '34.9', '37.2', '14.4', '14.9', '6.4', '9.3', '15.3', '60.2', '30.3', '1.2', '2.8', '0.8']",r03,社会意識に関する世論調査,MA,意見
475,ここからは、社会の現状に対する認識についておうかがいします,NO,,問１２．  あなたは、現在の社会において満足している点は何ですか。,"['良質な生活環境が整っている', '働きやすい環境が整っている', '経済的なゆとりと見通しが持てる', 'チャンスを見つけやすい', '人と人とが認め合い交流しやすい', '向上心・向学心を伸ばしやすい', '心と身体の健康が保たれる', '若者が社会での自立を目指しやすい', '子育てしやすい', '女性が社会での活躍を目指しやすい', '高齢者が社会と関わりやすい', 'その他', '特にない', '無回答']","['47.2', '13.2', '5.3', '5.6', '11.8', '10.0', '19.8', '3.4', '8.4', '6.5', '12.0', '1.0', '25.9', '1.8']",r03,社会意識に関する世論調査,MA,意見
476,ここからは、社会の現状に対する認識についておうかがいします,NO,,問１３．  あなたは、現在の社会において満足していない点は何ですか。,"['良質な生活環境が整っていない', '働きやすい環境が整っていない', '経済的なゆとりと見通しが持てない', 'チャンスを見つけにくい', '人と人とが認め合えず交流しにくい', '向上心・向学心を伸ばしにくい', '心と身体の健康が保たれない', '若者が社会での自立を目指しにくい', '子育てしにくい', '女性が社会での活躍を目指しにくい', '高齢者が社会と関わりにくい', 'その他', '特にない', '無回答']","['11.0', '28.6', '55.5', '16.8', '13.9', '12.2', '19.0', '30.1', '23.4', '27.9', '21.2', '2.0', '8.6', '1.3']",r03,社会意識に関する世論調査,MA,意見
477,ここからは、社会の現状に対する認識についておうかがいします,NO,,問１４．  あなたは、現在の社会に全体として満足していますか。それとも、満足していませんか。,"['満足している', 'ある程度満足している', 'あまり満足していない', '満足していない', '無回答']","['3.8', '55.1', '32.0', '8.1', '0.9']",r03,社会意識に関する世論調査,SA,意見
478,ここからは、国の政策に対する評価についておうかがいします,NO,,問１５．  あなたは、全般的にみて、国の政策に国民の考えや意見がどの程度反映されていると思いますか。,"['かなり反映されている', 'ある程度反映されている', 'あまり反映されていない', 'ほとんど反映されていない', '無回答']","['1.5', '30.4', '50.2', '16.7', '1.3']",r03,社会意識に関する世論調査,SA,意見
479,ここからは、国の政策に対する評価についておうかがいします,YES,478,"問１５で「２．ある程度反映されている」、「３．あまり反映されていない」、「４．ほとんど反映されていない」と答えた方への質問
問１６．  それでは、どうすればよりよく反映されるようになると思いますか。","['政治家が国民の声をよく聞く', '国民が国の政策に関心を持つ', 'マスコミが国民の意見をよく伝える', '国民が選挙のときに自覚して投票する', '政府が世論をよく聞く', '国民が参加できる場をひろげる', '無回答']","['29.3', '19.8', '3.6', '11.0', '15.3', '10.0', '11.0']",r03,社会意識に関する世論調査,SA,意見
480,ここからは、国の政策に対する評価についておうかがいします,NO,,"ここからは全員の方がお答えください
問１７．  あなたは、現在の日本の状況について、良い方向に向かっていると思われるのは、どのような分野についてでしょうか。","['外交', '防衛', '国の財政', '物価', '景気', '経済力', '雇用・労働条件', '医療・福祉', '教育', '文化', '科学技術', '資源・エネルギー', '食糧', '自然環境', '生活環境', '防災', '治安', '土地・住宅', '通信・運輸', '交通秩序', '国民性', '社会風潮', '地域格差', '国際化', 'その他', '特にない', '無回答']","['6.0', '7.6', '0.9', '1.9', '3.5', '2.5', '6.4', '30.9', '14.5', '10.7', '13.6', '4.6', '7.6', '9.6', '14.1', '23.8', '22.2', '2.4', '18.4', '13.4', '7.9', '1.9', '3.6', '8.3', '0.7', '22.0', '2.2']",r03,社会意識に関する世論調査,MA,意見
481,ここからは、国の政策に対する評価についておうかがいします,NO,,問１８．  あなたは、現在の日本の状況について、悪い方向に向かっていると思われるのは、どのような分野についてでしょうか。,"['外交', '防衛', '国の財政', '物価', '景気', '経済力', '雇用・労働条件', '医療・福祉', '教育', '文化', '科学技術', '資源・エネルギー', '食糧', '自然環境', '生活環境', '防災', '治安', '土地・住宅', '通信・運輸', '交通秩序', '国民性', '社会風潮', '地域格差', '国際化', 'その他', '特にない', '無回答']","['28.1', '22.8', '54.2', '37.9', '44.0', '36.3', '34.0', '16.7', '15.6', '3.9', '7.9', '27.1', '18.9', '25.2', '13.9', '9.7', '23.9', '8.8', '3.6', '8.9', '14.5', '22.1', '30.5', '7.8', '1.4', '3.7', '0.8']",r03,社会意識に関する世論調査,MA,意見
482,結婚についておうかがいします,NO,,"この下の問１からお答えください
問１．  あなたは、結婚の目的・意義についてどのようにお考えになりますか。","['二人の間に子どもをもうけて育てること', '愛するパートナーと生涯を共に過ごすこと', '心安らげる場所である家庭を築くこと', '二人が経済面や家事の分担で助け合って生活すること', '親や周囲を安心させること', '付き合ってきたけじめをつけること', 'その他', '無回答']","['42.2', '64.8', '71.2', '41.0', '24.0', '7.0', '1.8', '0.9']",r03,離婚と子育てに関する世論調査,MA,意見
483,ここからは、離婚についておうかがいします,NO,,問２．  未成年の子がいない夫婦が離婚することについて、あなたのお考えに最も近いものをお答えください。,"['夫婦の一方でも離婚を望んでいるのであれば、離婚した方がよい', '夫婦の双方が離婚を望んでいるのであれば、離婚した方がよい', '夫婦の双方が離婚を望んでいても、離婚はできるだけ避けた方がよい', 'いかなる場合も離婚はしない方がよい', '無回答']","['42.4', '43.1', '9.6', '2.6', '2.3']",r03,離婚と子育てに関する世論調査,SA,意見
484,ここからは、離婚についておうかがいします,NO,,問３．  未成年の子がいる夫婦が離婚することについて、あなたのお考えに最も近いものをお答えください。,"['夫婦の一方でも離婚を望んでいるのであれば、離婚した方がよい', '夫婦の双方が離婚を望んでいるのであれば、離婚した方がよい', '夫婦の双方が離婚を望んでいても、離婚はできるだけ避けた方がよい', 'いかなる場合も離婚はしない方がよい', '無回答']","['22.7', '36.6', '33.3', '3.9', '3.5']",r03,離婚と子育てに関する世論調査,SA,意見
485,ここからは、離婚についておうかがいします,YES,484,"問３で「１．夫婦の一方でも離婚を望んでいるのであれば、離婚した方がよい」、「２．夫婦の双方が離婚を望んでいるのであれば、離婚した方がよい」、「３．夫婦の双方が離婚を望んでいても、離婚はできるだけ避けた方がよい」と答えた方への質問
問４．  未成年の子がいる夫婦が離婚したいと考えたときに、どのような場合であれば離婚を認めるべきだと思いますか。","['未成年の子の生活に対する金銭面での不安が解消されるならば、離婚を認めるべきである', '未成年の子に対する心のケアがされるならば、離婚を認めるべきである', '夫婦が結婚生活を続けることが未成年の子に悪影響を与えるのであれば、離婚を認めるべきである', 'その他', '未成年の子がいる場合には、できる限り離婚を避けるべきである', '未成年の子がいるかどうかと夫婦の離婚とは、別の問題である', '無回答']","['37.3', '42.3', '60.0', '1.0', '19.5', '9.0', '2.9']",r03,離婚と子育てに関する世論調査,MA,意見
486,ここからは、親権についておうかがいします,NO,,"ここからは全員の方がお答えください
問５．  民法では、「親権」に関する規定がありますが、「親権」とは、未成年の子を監督・保護することや、教育すること、その財産を管理することを内容とします。あなたは、「親権」について知っていますか。","['内容も含めて知っている', '言葉だけは知っている', '知らない', '無回答']","['47.9', '48.7', '1.8', '1.5']",r03,離婚と子育てに関する世論調査,SA,経験
487,ここからは、親権についておうかがいします,NO,,問６．  あなたは、父母が結婚している間は、双方が親権者となるという現行の制度について知っていますか。,"['知っている', '知らない', '無回答']","['77.4', '21.2', '1.3']",r03,離婚と子育てに関する世論調査,SA,意見
488,ここからは、親権についておうかがいします,NO,,問７．  あなたは、父母が離婚した後は、いずれか一方のみが親権者となるという現行の制度について知っていますか。,"['知っている', '知らない', '無回答']","['89.4', '9.3', '1.3']",r03,離婚と子育てに関する世論調査,SA,経験
489,"ここからは、親権についておうかがいします
全員の方が【資料１】を読んでから下の問８以降にお答えください
【資料１】
　父母の離婚後、子の進路などの未成年の子の養育に関する事項について、父又は母の一方が決めるか、父母の双方が共同で決めるか、を選べる制度の導入の当否が、政府の審議会などで議論されています。なお、子と離れて暮らすこととなった親を「別居親」、同居している方の親を「同居親」といいます。",NO,,問８．  あなたは、父母の双方が、離婚後も子の進路などの未成年の子の養育に関する事項の決定に関わることは、子にとって望ましいと思いますか。,"['どのような場合でも、望ましい', '望ましい場合が多い', '特定の条件がある場合には、望ましい', 'どのような場合でも、望ましくない', '無回答']","['11.1', '38.8', '41.6', '5.7', '2.8']",r03,離婚と子育てに関する世論調査,SA,意見
490,"ここからは、親権についておうかがいします
全員の方が【資料１】を読んでから下の問８以降にお答えください
【資料１】
　父母の離婚後、子の進路などの未成年の子の養育に関する事項について、父又は母の一方が決めるか、父母の双方が共同で決めるか、を選べる制度の導入の当否が、政府の審議会などで議論されています。なお、子と離れて暮らすこととなった親を「別居親」、同居している方の親を「同居親」といいます。",YES,489,"問８で「２．望ましい場合が多い」、「３．特定の条件がある場合には、望ましい」と答えた方への質問
問９．  どのような場合に、父母の離婚後も双方が未成年の子の養育に関する事項を共同で決めることが、子にとって望ましくないと思いますか。","['別居親の子を育てる能力に問題がある場合', '別居親から子への虐待がある場合', '別居親が別の人と再婚する場合', '同居親が別の人と再婚する場合', '父母の不仲や争いが深刻である場合', '離婚した父母の一方が他方から、暴力を受けている場合', '子が、父母の双方が共同で決めることを望んでいない場合', 'その他', '無回答']","['59.0', '80.8', '20.4', '23.3', '66.1', '65.7', '60.9', '1.0', '0.6']",r03,離婚と子育てに関する世論調査,MA,意見
